review_11,review_12,review_13
"Kafe ini terkenal dengan buffetnya yang lengkap dan lezat. Memang benar, karena saya sering datang ke sini sejak dulu bersama keluarga. Jadi, kadang-kadang, jika ingin menikmati makanannya, saya suka datang ke sini dan memesan ala carte. Cheese naan adalah salah satu favorit yang paling disukai, tentu saja, itu adalah favorit semua orang. Mie Jawa-nya juga lezat. Dan kemarin, saya mencoba pizza terbaru mereka, ternyata sangat lezat dengan telur, keju, dan daging sapi yang rasanya begitu kaya.","Ada banyak variasi makanan mulai dari masakan Barat, Jepang, Cina, Timur Tengah, dan lainnya. Hampir semua hidangannya lezat, favorit saya adalah steak dan bebek panggang. Harga makanan belum termasuk minuman, jadi Anda harus memesan minuman secara terpisah. Semuanya sangat worth it.","Makanan di sini sungguh luar biasa, dan pengalaman makan di kafe Hotel Mulia Senayan @hotelmulia @hotelmuliadining sangat mengesankan! Merupakan salah satu restoran buffet hotel yang populer di Jakarta dengan berbagai stasiun makanan: Stasiun Barat (roasted lamb, beef wellington, roasted chicken), Stasiun Indonesia (saat itu temanya masakan Padang), Stasiun Cina, Makanan Jepang (sashimi, sushi, takoyaki, dll.), Stasiun Italia, Stasiun India (cheese naan bread, dll.), Live Station (steak, satay, grilled fish, dll.), Salad, Stasiun Dessert, dan masih banyak lagi.

Sangat direkomendasikan untuk mencoba CHEESE NAAN BREAD (makan saat masih panas). Saya juga suka banget dengan sushi dan sashimi (sangat segar). Sushi-nya juga tidak kecil dan enak. Untuk es krim, saya suka banget dengan rasa kopi dan cokelat. Dessert-nya enak semua!

Pengalaman ini benar-benar luar biasa! Semua makanan, pelayanan, staff—saya tidak bisa cukup mengekspresikan betapa hebat pengalaman saya! Restoran buffet ini benar-benar kelas atas. Terima kasih @hotelmulia @hotelmuliadining untuk makan siang yang luar biasa #hotelmulia #hotelmuliasenayanjakarta #hotelmuliasenayan."
"Tempat ini sangat ramai, sampai harus waiting list. Meski berukuran kecil, tempatnya cukup nyaman dan estetik. Pilihan kuenya juga lumayan beragam. Ingat, durasi maksimal per meja adalah 90 menit. Saya mencoba tiga jenis kue: 1. Egg tart: Rasanya enak dengan isi custard telur dan crust yang oke. 2. Pistachio: Saus pistachionya memang lezat, namun kuenya sendiri biasa saja menurut saya, harus dimakan bersama sausnya agar rasanya lebih menonjol. 3. Kue lemon: Saya lupa namanya, tapi kue ini berisi custard lemon yang segar dengan rasa manis dan asam yang pas. Kuenya cenderung manis dan creamy, cocok dinikmati bersama teh atau kopi. Selamat mencoba!","Kafe ini sangat ramai saat pertama kali dibuka hingga tahun 2023. Mungkin keadaannya masih sama sekarang. Saya datang ke sini hari ini karena mengantar adik saya ke sebuah acara sekitar pukul 10.30, dan sambil menunggu, saya mencari kafe yang ternyata sudah buka. Begitu masuk, saya langsung merasakan nuansa Eropa yang tidak terlalu kental, namun tetap terasa. Suasananya sangat menyenangkan, tidak heran jika banyak orang menyukai tempat ini dan rela antre saat pembukaan untuk mempercantik Instagram mereka. Sebelum berjalan lebih jauh, salah satu pelayan akan memberikan kartu yang mencatat waktu kedatangan dan batas waktu tinggal (dibatasi 1.5 jam), ditulis dengan tangan. Jadi, tempat ini kurang cocok bagi mereka yang ingin menghabiskan hari dengan bekerja di kafe. Namun bagi saya, ini masuk akal mengingat banyaknya antrean dan bisnis memang harus berkembang. 1.5 jam sudah cukup lama. Menu makanannya bervariasi, dengan pastry dan kue yang ditampilkan dan sepertinya berubah dari waktu ke waktu atau dirotasi, karena di lembar menu hanya ada minuman dan makanan dari dapur. Saya tidak mengambil foto menu karena sudah ada di Pergi Kuliner. Saya sendiri memesan Americano dan Red Cheddar. Americano-nya biasa saja, dengan rasa bumi yang cenderung ke Robusta. Itu saja. Red Cheddar-nya mirip scone dari Starbucks yang mungkin diberi garam atau bumbu rasa gurih alami lainnya, karena ada rempah-rempah halus di dalam scone itu sendiri, dan di atasnya diberi lembaran keju. Saya menyukainya, porsinya tepat dan mengenyangkan meskipun tidak terlihat besar. Singkatnya, kualitasnya bagus, hanya saja belum ada yang terasa sangat spesial. Secara keseluruhan, rasa Red Cheddar (IDR 38,000): 4.2 dari 5, Americano (IDR 36,000): 3 dari 5.","Akhirnya saya menemukan tiramisu terbaik! Bisa dikatakan ini tiramisu terenak di Jakarta. Tidak membuat enek, perpaduan rasa manis dan pahitnya pas, porsinya juga pas untuk satu orang tanpa membuat mual. Sulit dijelaskan, tapi memang tiramisu dari Scarlett's Cafe ini memang sesuai dengan reputasinya. Saya menunggu di waiting list selama tiga antrean di hari Sabtu sore, dan ternyata tidak terlalu lama, kurang dari setengah jam. Selain tiramisu, saya juga mencoba egg scone mereka yang diberi butter lezat di atasnya. Saya juga memesan iced coklat yang rasanya sangat pekat karena masih terdapat butiran-butiran bubuk coklat di dasar gelas. Secara keseluruhan, saya sangat menyukai Scarlett's Cafe. Saya ingin mencoba menu lainnya suatu hari nanti."
"Semenjak dia buka, baru hari ini mencoba  Scarlett’s Café yang cabang Senopati, untuk tempatnya tidak  begitu luas ya, terdiri dari 2 lantai dan.. siap-siap untuk waiting list!Aku menunggu waiting list sekitar 1 jam, ada waiting area-nya juga jadi bisa duduk-duduk disitu dan nama kita akan dipanggil deh. Tempat duduknya kebetulan dapet yang tidak   sempit, yang cuman 1 meja dan 2 kursi, it’s okay, yang penting rasa makanannya. ❤️‍🔥Untuk pelayanannya sih pada gercep, dan ramah. Pembayaran bisa cashless dan mereka bisa kasih rekomendasi juga kalo kita bingung.Aku pesen:Grilled Cheesesecara mendasar roti patidak ng, isi keju dan ada tomato soupnya gitu, porsinya gede banget, bisa buat sharing 2 orang sebenernya! Aku jadinya gahabis dan minta di-take away :’) ada dapet semacam keripiknya gitu, enak dicocol ke tomato soupnya 🍅 Poured TiramisuNah ini nih yang katanya jadi iconnya Scarlett’s Café, aku kurang suka tiramisu sebenernya tapi aku cocok sama tiramisu disini, kopinya tidak  gitu pahit, dan milk-nya tidak  begitu kental, jadi tidak  gitu kuat rasa milk-nya ini, masih ok lah. Porsinya juga cukup ok! Malah bisa sharing 2 orang ini. Rasanya enak, lembut juga teksturnya. Aku suka <3Cold Brew tehPesen teh karena lagi bingung minum apa, lucu atasnya ada buga-buga gini, rasanya kaya teh tawar tapi ya ada rasanya dikit gitu (?) seger sih, enak.Ohya untuk lantai 2nya lebih sempit cuman mereka suka adain movie night gitu, coba cek ignya deh, tetep nyaman kok! Banyak spot foto instagramable juga.Kalau lagi rame, waktu makannya dibatasin y selama 90 menit. Aku dateng di sore hari weekday dan kena waiting list juga, jadi dia bisa dibilang… masih selalu rame. :D","Kelihatannya kue-kue di tempat ini benar-benar menggugah selera! Tidak heran tempat ini viral dan selalu penuh dengan waiting list, serta banyak pelanggan setia. Dan saya setuju, memang pantas!

Kalau scrolling ke bawah untuk review makanan manis, saya mention bahwa Da*e punya jenis kue yang tidak membuat eneg atau terlalu manis. Meskipun saya tidak terlalu suka cake dan bolu, ada dua jenis kue di menu Scarlette's yang menarik perhatian saya, yaitu:

Peach Earl Grey

Melon Camomile Kue

Sayangnya, saat saya berkunjung ke Senopati, mereka tidak memiliki Melon Camomile. Jadi, saya pesan Peach Earl Grey. Mata saya memang selera dengan lidah saya. Apa yang menarik di mata saya, selalu cocok di lidah saya. Dan ketika saya pesan Peach Earl Grey, wah, saya langsung jatuh cinta dengan kue ini. Teman saya bilang krimnya seperti parfum, tapi menurut saya ini bukan parfum, melainkan aroma dan rasa buah peach-nya yang menyatu. Saya tidak suka krim yang ada di kue, tetapi krim kue ini benar-benar meleleh di lidah! Tidak eneg, tidak terlalu manis, kue-nya juga tipe sponge. Dan saya suka.

Teman saya pesan Poured Tiramisu. Ukurannya cukup medium, dan rasanya uhm 7/10. Masih lebih enak Poured Tiramisu Da*e. Untuk Grilled Cheese-nya, roti yang dipanggang dengan melted cheese dan slice beef dengan isian sayur. Ukurannya besar dan panjang, bisa untuk dibagi dua, dan mengenyangkan perut.

Untuk suasananya, vintage dengan lampu kuning yang remang-remang. Lantai 1 cukup luas, tapi lantai 2 sedikit sempit.","Percaya atau tidak, kafe ini jadi favorit saya juga karena semua makanannya tidak pernah mengecewakan. Saya tidak tahu berapa kali sudah mencoba makanan di sini, dan kalian benar-benar harus mencobanya! Jangan takut antri, karena mereka pasti memberikan pelayanan terbaik. Rekomendasi dari saya: coba es latte-nya! Xoxoxo."
"Sering banget ke sini dan tempat ini memang nyaman banget buat kerja di kafe! Beberapa pelayan sudah hafal dan selalu menyapa, ""Kok sendiri, kak? Yang kemarin mana?"" HAHAHAHAHA..

Terakhir ke sini kerja di kafe juga, dan pesanan meja aku ada Apple of My Eyes, Woodland Blossom, Waffle, dan Tiwus Cofferub Burger.

Apple of My Eyes: Rasanya manis dan fruity, ada sedikit pahit tapi tidak dominan. Enak banget. Di dalamnya ada cold brew, jus apel, butterscotch extract, dan smoky aromatic rosemary.

Woodland Blossom: Rasa fruity dan floral, ada jasmine dan mint extract, dengan rasa dominan semangka. Citarasa manis dengan sensasi mint juga. Presentasinya keren banget.

Tiwus Cofferub Burger: Unik banget, katanya patty-nya direndam dengan kopi. Tapi rasa kopi di patty-nya tidak terlalu kuat, jadi aman. Isinya standar dengan sayuran dan daging sapi, serta kentang sebagai kondimen. Saus cocolannya juga ada rasa kopi kalau tidak salah.

Waffle: Isinya biscoff cream, cokelat dan remah kue, serta irisan pisang. Enak, manisnya pas, porsinya besar seperti burgernya.

Tempatnya juga jarang terlalu ramai sampai penuh sesak, jadi nyaman. Harga memang agak mahal, tapi masuk akal karena ini memang versi premium dari Filkop.","#jellybytebiteepisode tanpa byte, alias namchin tidak ikut. ☕ Di Filosofi Kopi, pesanannya adalah:

Apple of My Eyes: Rasa manis dan fruity dengan distiled botanical liquid, cold brew, jus apel, butterscotch extract, dan hint smoky rosemary.

Roti Goreng: Deep fried chicken dan prawn toast, dengan chilli lime aioli (38k). Enak buat teman ngemil cantik.

Tempat ✨ Harga ✨ Pelayanan ✨

Tempat ini memang memiliki semuanya! Sounds like an amazing spot to chill and enjoy some delicious bites","Akhirnya mencoba ke Filosofi Kopi setelah kebakaran di area Blok M. Untuk suasananya lumayan nyaman untuk tempat nongkrong, tapi colokan memang agak sedikit. Mayoritas pengunjung di sini datang untuk nongkrong. Area sear-nya tidak terlalu banyak, tapi cukup untuk berteduh dari panasnya Blok M. Pelayanannya juga cepat.

Pesanan kami:

Ice Americano: Rasa beans-nya blend, ada pahit dan asam sedikit, tapi masih segar dan smooth.

Salted Caramel Latte: Rasa kopi dan caramel-nya tidak terlalu kuat, tapi lumayan oke.

Harganya masih cukup terjangkau untuk daerah Blok M. Tempat yang asyik untuk santai meski harus berburu colokan!
"
"Coffee shop baru di daerah Gatot Subroto, asalnya dari Bandung. Tempatnya nyaman meskipun tidak terlalu luas, tapi cocok buat working space atau kerja di kafe.

Menu yang aku coba:

Es Kopi Susu Cantel: Perpaduan kopi susu, gula aren, dan fresh milk yang pas. Rasanya creamy, manisnya dari gula aren, dan kopinya tidak terlalu kuat. Aman buat lambung.

Luna Pomeria: Mocktail kopi yang perpaduan dari espresso, lemon, blackberry, dan blackcurrant. Rasanya light, manisnya segar, wangi citerus, dan di atasnya ada garnish dried citerus.

Banana Bread: Kue pisang yang moist, lembut, dan wangi pisang. Manisnya pas, fluffy, dan enak buat teman ngopi.

Beef Cheese Danish: Pastry isi smoked ham dan keju. Teksturnya crispy, flaky, dan rasanya gurih asin.

","Mampir ke kedai kopi yang asalnya dari Bandung. Lokasinya tidak tersembunyi di balik gedung-gedung tinggi khas Jakarta. Meskipun tidak terlalu besar, suasananya asik, serasa di Bandung. Suasananya juga nyaman dan tenang, jadi cocok untuk bekerja di kafe. Tempat ini juga dilengkapi dengan wifi, stopkontak, dan toilet.

Untuk menunya, tidak ada menu makanan, tetapi tersedia pastry dan minuman kopi serta non-kopi. Salah satu menu best seller dan signature di sini adalah kopi susu cantel, jenis kopi susu yang creamy namun sangat enak. Saya suka. Untuk camilannya, saya mencoba banana bread, enak karena teksturnya tidak bikin seret, cukup lembut dengan aroma dan rasa pisang yang pas, manisnya juga pas, enak sekali.","Aku tidak menyangka ada kedai kopi yang berani menawarkan harga Rp15.000 pada jam 08.00-10.00 pagi untuk menu tertentu yang estetik dan rasanya enak! Area tempat duduknya, baik di dalam maupun luar ruangan, luas. AC di dalam ruangan juga dingin. Baristanya sangat ramah serta pelayanannya cepat, padahal kami dan orang di sebelah juga pelanggan pertama.

Terletak di antara kawasan perkantoran dan banyak hotel, pastinya harus menyediakan sarapan yang murah dan rasanya enak menurut saya, di sini:

Cappuccino (Rp15.000 - sarapan promo): Ini benar-benar segar karena kami sebagai pelanggan awal masih mendapat beans yang baru di-grind dan langsung masuk espresso. Menurut saya, kalau suka kopi yang foamy, rasa kopinya terasa tapi masih gurih banget dari susu dan foam-nya. Must try! Sayang sekali latte art-nya keren tapi ditutup cup, jadi pas dibuka rapat banget. Cocok untuk take away.

Strawberry Latte (Rp15.000 - sarapan promo): Buat yang mau ngopi tapi sangat creamy dan manis, ini cocok banget. Kopinya masih ada, syrup strawberry dan creamy-nya lebih dominan. Enak banget karena yang mau ditonjolkan memang creamy dan rasa strawberry-nya.

Banana Cake (Rp23.000): Ukurannya besar, kue-nya fluffy, aroma dan rasanya terasa banget. Jarang-jarang ada harga segini seenak ini.

Kesimpulan? Tidak salah memang jauh-jauh dari Jogja, suka dan harus repurchase!"
"Segalanya terasa memuaskan! Tempat, suasana, menu, dan fasilitasnya lengkap. Sangat tenang untuk percakapan mendalam atau hanya sekadar menenangkan diri dari hiruk pikuk ibu kota. Harga makanan dan minumannya juga cukup terjangkau. Tampaknya tempat ini benar-benar sempurna untuk segala kebutuhan!","Bdan Arkopi terletak di Lebak Bulus, Jakarta Selatan, dekat dengan Semesta's Gallery dan Bub's Club. Menunya juga bervariatif, cocok bagi kalian yang habis dari playground atau gallery dan butuh tempat untuk nongkrong. Di belakang kafe ada lapangan yang cukup luas dan bisa dijadikan spot untuk piknik. Disarankan untuk datang pada sore hari. Secara keseluruhan, saya puas dengan pelayanan dan minumannya. Tetap semangat!","Tempat ini memang asik banget buat santai, baik sendirian maupun bersama teman sambil nongkrong. Menunya variatif dan seru, jadi memang pas banget buat menghabiskan waktu di sini. Sangat direkomendasikan! Bagus banget kamu bisa menemukan tempat yang cocok."
"Mampir lagi ke sini karena ada voucher, dan sekarang mereka sudah memiliki area baru, semi luar ruangan. Datang jam 9 pagi dan ternyata makanan beratnya belum tersedia. Jadi, pesan yang ada dan cukup banyak, rata-rata enak, hanya biskuit saja yang menurutku sedikit kemanisan. Kopinya tidak terlalu kuat, aku pesan yang es batunya berbentuk bola-bola, ada rasanya tapi lupa apa, lebih ke kopi manis, tapi tidak sampai eneg kok.

Mas barista baik dan cukup cepat pelayanannya walaupun cuma sendirian. Saat pertama ke sini juga dilayani oleh mas barista ini.","Saat cek aplikasi pergi kuliner, menemukan kafe ini. Sudah lama ingin ke sini, akhirnya bisa direalisasikan. Kafe ini tidak terlalu besar tapi terlihat imut dan nyaman, dengan tembok model bangunan kuno. Datang pagi saat masih sepi, suasananya nyaman banget.

Untuk pesanan:

Mala Crispy Chicken with Butter Rice (Rp48.000): Nasinya wangi gurih, ayamnya benar-benar crispy dan ditambah kebas-kebas mala yang nikmat, ada kentang juga yang garingnya pas.

Mac and Cheese (Rp30.000): Saat datang porsinya sedikit tapi cocok untuk appetizer. Enak, creamy, dan tidak terlalu asin.

Iced P8 Latte: Disajikan dalam bentuk kopi yang dijadikan es, lalu diberi susu hangat agar ketika mencair tidak mengubah rasa kopi. Kopinya tidak terlalu kuat, manisnya pas, tidak eneg saat diminum.

Dari segi makanan menurut saya rasanya enak, menu sederhana tapi nikmat dan tepat sasaran. Tempat ini memang cocok buat chillax dan menikmati waktu dengan nyaman.","Pertama kali mencoba ngopi di daerah Rawamangun dan terkesima dengan es kopi latte yang unik. Saya mencoba beberapa menu yaitu:

Iced P8 Latte: Kopinya ringan dan creamy-nya juga oke. Rasanya tidak terlalu manis dan ada cookies gratis juga.

Calamansi Mango Sorbet: Rasanya asam segar, ukurannya cukup besar jadi bisa untuk sharing buat dua orang.

Mala Crispy Chicken with Butter Rice: Mala-nya terasa dan ayamnya crispy dengan dalam yang juicy. Butter rice-nya juga pas seasoning-nya.

Nasi dengan Sosis dan Telur yang Di Oseng: Rasanya enak banget, dominan ke rasa manis dan asin.

Tempat ini memang worth it untuk dikunjungi!"
"Rasa makanannya masih tetap kurang nendang untuk saya, seperti ada yang kurang, entah rempah atau bumbu yang lain.

Saya pesan es campur yang datang justru es kacang merah. Sudah saya pastikan, tetapi kata masnya benar itu es campur, namun es campur yang saya tahu tidak begitu, hehehe.

Suasananya cocok untuk kerja di kafe, meeting, atau nongkrong bersama teman juga masih oke. Ada ruangan private yang cukup besar untuk kurang lebih 50 orang, jadi sangat cocok untuk acara kantor atau meeting, dll.

Ruangannya nyaman, AC-nya dingin, dan toiletnya bersih.

Pelayanannya sangat baik, meskipun sibuk, tetapi tertata dan terstruktur, tidak chaos, wkwk.","Tempat Ngopi ini menyajikan menu khas Kalimantan dan selalu ramai karena berada di daerah perkantoran. Jadi, tidak perlu jalan kaki terlalu jauh untuk mencapainya.

Kami memesan:

Singkong Goreng: Singkongnya legit dan tidak berminyak. Cocok dinikmati dengan teh hangat atau kopi panas.

Kopi Susu Panas

Telur Goreng saus tauco: Ini favorit suamiku.

Harga makanan dan minuman di sini sangat terjangkau. Saya penasaran dengan menu Kalimantan lainnya, nanti akan mencoba Sop Singkong Kuah Sapi.","Jalan sabang dari ujung ke ujung full kuliner, salah satu yang sering di setapi banyak orang kopi koh acung ini, posisinya di ujung banget. Tempatnya cukup nyaman, ber-ac, terkesan klasik karena interiornya memang mendukung.Kalo dari menu jelas terlihat kalo makanan yang dijual banyak menu peranakan kalimantan, menarik.Sop Singkong Kuah Sapi-45rbIni unik, sopnya segar, kaldunya enak, dilengkapi misoa, daging sapi iris, singkong, kacang goreng dan teri goreng. Kalo di campur semua jadi enak dan unik rasanya.Bakso Goreng - medium- 25rbMirip bakso goreng bdan ung, tapi teksturnya lebih padat, saya kurang tau ini pake ikan apa, di lidah rasanya cukup tajam.Es Kopi V-60 - 25rbKata suami enak cuma aromanya kurang keluar aja.Es Teh Susu- 20rbRequest less sugar, tehnya kurang wangi.Choipan - 12rbTeksturnya lembut, rasanya juga enak dan isiannya padat.Es Lidah Buaya - 22rbSegar, potogan lidah buayanya banyak, cocok buat yang suka minuman manis.Kacang Bawang -10rbDisini banyak jual snack, salah satunya kacang bawang, rasanya gurih dan kacangnya besar besar tapi gampang di kunyah."
"Keliling Tebet cari tempat ngopi, liat 3point dari jauh, iseng aja, dari luar tempatnya keliatan gede.. ternyata tempatnya memang luas. Parkir basement, area indoor dan outdoor. Untuk makanan banyak variasinya dan porsinya cukup banyak, pelayanannya ramah dan informatif. Saya pesan chili salt tofu dan spaghetti bolognese, rasanya lumayan, untuk minuman saya pesan es teh standar 😁😁 kopinya paling mantap, saya pesan piccolo ada pilihan pakai robusta atau arabica, piccolo standarnya pas banget buat selera saya double espresso 👍👍. Nanti bisa mampir lagi untuk cobain menu makanan yang lain.","Hanya 5 menit dari Stasiun Tebet. Tempatnya nyaman banget buat kumpul keluarga, nongkrong bareng temen, atau buat WFC. Restoran ini punya area indoor, semi outdoor, dan outdoor. Area outdoornya bagus banget kalau ke sini pas senja hehe. Aku pesan tomyum dan lychee lemon tea. Kalau tomyum, isiannya udang & jamur, kuahnya gurih banget dan isiannya juga banyak banget. Tapi buat yang tidaksuka udang utuh, mungkin tidakakan suka huhu, soalnya udangnya tidakdikupas dan besar-besar. Kalau lychee lemon tea, kayak teh pada umumnya, tapi pilihan rasanya banyak banget.","baru nemu cafe ini yang bagus buat WFC dekat banget sama stasiun Tebet. Untuk tempatnya luas banget buat temen-temen. Tempatnya juga bersih, ada ruangan indoor, dan outdoor yang bagus buat kerja di cafe atau nongkrong bareng temen-temen. Waktu aku kesini, aku lihat beberapa orang juga lagi meeting dan ketemu temen-temen di cafe ini, jadi menurutku cocok buat kalian yang lagi ngobrol tentang pekerjaan. Kali ini aku kesini cuma buat nongkrong aja dan menikmati minuman dan cake-cake mereka. Menu yang aku pesan: 1. Chocolate Truffle: untuk cake-nya aku kaget karena ini kayak cake coklat jadul. enak banget buat kalian yang suka coklat. Diatasnya juga ada white chocolate, coklatnya enak banget, tidakkayak coklat murahan tentunya, dan rasa sponge cake-nya lembut tapi tidakmanis yang bikin menyatu sama coklatnya. Dari aku ini 4/52. Hojica Latte: rasanya tentu aja teh, baru pertama kali nyobain Hojica Latte hehehehe ternyata enak dan creamy. Ada yang biji-bijian (?) entahlah tapi ada biji-bijian teh yang seperti itu. Dari saya ini 3,5/5 Oh iya, di setiap meja ada colokannya juga ya guys, dan colokannya ada 2. Pelayanannya juga bagus banget, ramah."
"Selama ini saya selalu pesan @kopikonnichiwa via Online Delivery, tapi kali ini saya berkesempatan untuk datang langsung ke toko di #tebet. Saya pesan #skippyaalatte alias #peanutbutter yang dicampur susu dan #espresso. Rasa gurih dari peanut butter-nya benar-benar terasa dan ada sedikit rasa espresso juga. Tapi di KopiKoni saya tidak pernah melewatkan godzilla latte yang benar-benar nikmat.","Barusan iseng-iseng pesan minuman online buat temen pas kerja di kafe, dan di restoran dekat situ ada pilihan Konnichiwa Coffee. Langsung deh aku pesan Chocolate Frosty karena ""katanya"" enak. Setelah pesan, beneran enak dan unik banget. Ada sedikit rasa mint, tapi tidakterlalu. Cokelatnya juga kental dan creamy banget. Aku pesan yang less sugar dan manisnya pas, seger juga karena ada mintnya. Suasana di Tebet Store tidakterlalu besar buat dine in. Jadi lebih cocok buat dibawa pulang. Suasananya enak banget, nuansa Jepang dan cozy karena tempatnya tidakterlalu besar. Yang paling penting, harganya super affordable, cuma 23 ribu! Pasti bakal re-order! 💕","Jadi hari ini aku butuh sesuatu yang manis untuk meningkatkan suasana hatiku. Hei, pas banget ada promosi online untuk edisi Ovaltine. Jadi, cobain rasa Ovaltine Fuji Cream. Rasanya enak, manisnya pas, tapi Fuji Cream-nya kurang berasa."
"Setelah makan gultik, pengin nongkrong dulu, cek via gmaps kedai kopi terdekat dan voila.. Saya pilih ini karena dekat dengan gultik, dekat MRT dan rate-nya juga oke. Begitu datang sekitar jam 8 malam langsung kelihatan ramai, ada tempat duduk indoor dan outdoor, saya dan teman-teman dapat area outdoor paling ujung, tanpa meja. Pesanan yang menurut barista paling favorit adalah kopi susu Jakarta (45k) yang sudah diberi es dan less sugar. Pelayanannya cepat, kue keringnya masih banyak dan banyak yang direfill. Rasa kopi susu esnya unik karena ada cinnamonnya, tidak manis, kopinya tidak strong. Untuk parkir sepertinya tersedia valet dan juga ada parkir sepeda.","Pesan 2 kopi susu & 2 pastri total belanja Rp160.000. Suasana tempatnya enak banget di sore hari sekitaran Blok M, di setiap sudut meja ada colokan (bahkan dikasih terminal) jadi tidakperlu khawatir. Pastrinya enak banget terutama almond croissantnya karena ada isiannya juga dan ternyata juga dari Braud. Kopinya biasa aja, enak segar dan gula arennya khas. Oke semua","Pertama kali kesini. Dari MRT bisa jalan kaki langsung. Dekat banget sama Plaza Blok M, jangan asal jalan kaki :) Aku pesan: 1. Kopi susu Jakarta: ⭐️⭐️⭐️⭐️⭐️ Menurutku ini enak banget, rasanya tidakterlalu kuat dan tidakterlalu manis (minta gulanya dikurangi) dan ada cinnamon-nya jadi rasanya unik, enak. 2. Classic chocolate cookies ⭐️⭐️⭐️⭐️⭐️Nah ini cookies dari Braud, tidakusah diragukan lagi, ini pasti enak banget, lol. Pasti balik lagi deh"
